team_name,sent_overall,sent_espn,sent_google,sent_headlines,sent_recent,sent_pct_positive_articles,sent_pct_negative_articles,inj_mention_rate,inj_severity_score,inj_article_count_norm,inj_key_player_flag,inj_sentiment,lineup_change_signal,lineup_starter_mention_rate,lineup_benched_signal,lineup_roster_instability,lineup_sentiment,momentum_win_mention_rate,momentum_loss_mention_rate,momentum_score,momentum_slump_score,momentum_net,momentum_win_loss_ratio,ctx_coaching_mention_rate,ctx_coaching_instability,ctx_ranking_mention_rate,ctx_fatigue_signal,ctx_home_away_context,data_total_articles_norm,data_source_diversity,data_confidence
Drexel,0.5541449999999999,0.0,0.5541449999999999,0.36968999999999996,0.9216999999999999,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.15,0.15,0.15,0.0,4.0,0.15,1.0,0.15,0.0,0.0,0.5714285714285714,0.25,0.4107142857142857
Duke,0.264525,0.0,0.264525,0.034220000000000014,0.33862000000000003,0.55,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.15,0.15,0.05,0.09999999999999999,2.0,0.15,1.0,0.4,0.0,0.0,0.5714285714285714,0.25,0.4107142857142857
Duquesne,0.70048,0.0,0.70048,0.44859499999999997,0.9216999999999999,0.8,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.15,0.15,0.1,0.04999999999999999,5.0,0.2,1.0,0.1,0.0,0.0,0.5714285714285714,0.25,0.4107142857142857
E. Illinois,0.27508499999999997,0.0,0.27508499999999997,0.08727500000000002,0.29824,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.15,0.15,0.1,0.04999999999999999,1.3333333333333335,0.15,1.0,0.35,0.0,0.0,0.5714285714285714,0.25,0.4107142857142857
E. Kentucky,0.18732500000000002,0.0,0.18732500000000002,0.017804999999999998,0.0,0.25,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.15,0.2,0.1,0.1,1.6666666666666667,0.15,1.0,0.2,0.0,0.0,0.5714285714285714,0.25,0.4107142857142857
E. Michigan,-0.01719499999999998,0.0,-0.01719499999999998,-0.10702500000000001,-0.07636,0.15,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.2,0.1,0.1,1.0,0.15,1.0,0.15,0.0,0.0,0.5714285714285714,0.25,0.4107142857142857
E. Washington,0.24443,0.0,0.24443,0.083365,0.19267999999999996,0.4,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.15,0.1,0.04999999999999999,1.0,0.15,1.0,0.4,0.0,0.0,0.5714285714285714,0.25,0.4107142857142857
ETSU,0.23747000000000001,0.0,0.23747000000000001,0.14264,0.14006000000000002,0.35,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.2,0.15,0.2,0.15,0.05000000000000002,1.3333333333333335,0.2,1.0,0.2,0.0,0.0,0.5714285714285714,0.25,0.4107142857142857
East Carolina,0.5801149999999999,0.0,0.5801149999999999,0.3634299999999999,0.73736,0.65,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.15,0.15,0.1,0.04999999999999999,4.333333333333334,0.15,1.0,0.15,0.0,0.0,0.5714285714285714,0.25,0.4107142857142857
East Texas A&M,0.16716,0.0,0.16716,-0.031670000000000004,-0.0996,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.15,0.2,0.05,0.15000000000000002,1.3333333333333335,0.15,1.0,0.15,0.0,0.0,0.5714285714285714,0.25,0.4107142857142857
Elon,0.6514349999999999,0.0,0.6514349999999999,0.41319,0.9216999999999999,0.75,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.6,0.15,0.15,0.05,0.09999999999999999,4.0,0.2,1.0,0.05,0.0,0.0,0.5714285714285714,0.25,0.4107142857142857
Evansville,0.7061099999999999,0.0,0.7061099999999999,0.473845,0.9216999999999999,0.8,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.75,0.15,0.15,0.15,0.0,5.0,0.15,1.0,0.15,0.0,0.0,0.5714285714285714,0.25,0.4107142857142857
FAU,0.213315,0.0,0.213315,0.051305,0.11717999999999999,0.25,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.15,0.2,0.1,0.1,1.6666666666666667,0.15,1.0,0.15,0.0,0.0,0.5714285714285714,0.25,0.4107142857142857
FDU,0.36895,0.0,0.36895,0.14659499999999998,0.5133,0.55,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.15,0.15,0.15,0.0,1.3333333333333335,0.15,1.0,0.15,0.0,0.0,0.5714285714285714,0.25,0.4107142857142857
FGCU,0.14711,0.0,0.14711,0.0027999999999999995,0.12738,0.35,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.15,0.15,0.0,1.0,0.2,1.0,0.2,0.0,0.0,0.5714285714285714,0.25,0.4107142857142857
FIU,0.5208499999999999,0.0,0.5208499999999999,0.3826649999999999,0.9216999999999999,0.65,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.15,0.15,0.15,0.0,3.666666666666667,0.15,1.0,0.15,0.0,0.0,0.5714285714285714,0.25,0.4107142857142857
Fairfield,0.5790842105263158,0.0,0.5790842105263158,0.37921578947368423,0.7108800000000001,0.6842105263157895,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42105263157894735,0.15789473684210525,0.15789473684210525,0.05263157894736842,0.10526315789473684,2.6666666666666665,0.15789473684210525,1.0,0.05263157894736842,0.0,0.0,0.5428571428571428,0.25,0.3964285714285714
Florida,0.35729,0.0,0.35729,0.147515,0.28082,0.7,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.2,0.15,0.15,0.0,1.25,0.15,1.0,0.6,0.0,0.0,0.5714285714285714,0.25,0.4107142857142857
Florida A&M,0.606365,0.0,0.606365,0.38559499999999997,0.6605599999999999,0.7,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.6,0.15,0.2,0.1,0.1,4.0,0.65,1.0,0.1,0.0,0.0,0.5714285714285714,0.25,0.4107142857142857
Florida St.,0.36978999999999995,0.0,0.36978999999999995,0.161105,0.31722,0.7,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.15,0.15,0.1,0.04999999999999999,1.6666666666666667,0.2,1.0,0.55,0.0,0.0,0.5714285714285714,0.25,0.4107142857142857
Fordham,0.41168999999999994,0.0,0.41168999999999994,0.23052999999999998,0.63202,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.15,0.2,0.05,0.15000000000000002,3.3333333333333335,0.2,1.0,0.05,0.0,0.0,0.5714285714285714,0.25,0.4107142857142857
Fresno St.,0.2866949999999999,0.0,0.2866949999999999,0.18339000000000003,0.9216999999999999,0.5,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.15,0.15,0.15,0.0,2.666666666666667,0.2,1.0,0.15,0.0,0.0,0.5714285714285714,0.25,0.4107142857142857
Furman,0.45752999999999994,0.0,0.45752999999999994,0.27911499999999995,0.73736,0.6,0.1,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.5,0.15,0.15,0.15,0.0,3.3333333333333335,0.15,1.0,0.2,0.0,0.0,0.5714285714285714,0.25,0.4107142857142857
Ga. Southern,0.4434,0.0,0.4434,0.229755,0.36868,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.15,0.15,0.15,0.0,2.0,0.2,1.0,0.15,0.0,0.0,0.5714285714285714,0.25,0.4107142857142857
Ga. Tech,0.09083,0.0,0.09083,-0.08837500000000001,0.0,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.15,0.2,0.1,0.1,1.3333333333333335,0.2,1.0,0.2,0.0,0.0,0.5714285714285714,0.25,0.4107142857142857
Gardner-Webb,0.5034599999999999,0.0,0.5034599999999999,0.302695,0.72412,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.15,0.15,0.05,0.09999999999999999,3.0,0.15,1.0,0.05,0.0,0.0,0.5714285714285714,0.25,0.4107142857142857
George Mason,0.31948999999999994,0.0,0.31948999999999994,0.14851,0.18434,0.45,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.3,0.15,0.15,0.1,0.04999999999999999,2.0,0.25,1.0,0.25,0.05,0.0,0.5714285714285714,0.25,0.4107142857142857
George Wash.,0.20667500000000003,0.0,0.20667500000000003,0.052164999999999996,0.20495999999999998,0.3,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.15,0.15,0.05,0.09999999999999999,1.3333333333333335,0.15,1.0,0.1,0.0,0.0,0.5714285714285714,0.25,0.4107142857142857
Georgetown,0.11688999999999998,0.0,0.11688999999999998,0.03970500000000001,-0.15012,0.25,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.2,0.2,0.2,0.0,1.4999999999999998,0.25,1.0,0.15,0.0,0.0,0.5714285714285714,0.25,0.4107142857142857
Georgia,0.14896499999999996,0.0,0.14896499999999996,-0.020200000000000003,0.0026599999999999957,0.3,0.2,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.25,0.15,0.15,0.15,0.0,1.6666666666666667,0.2,1.0,0.15,0.0,0.0,0.5714285714285714,0.25,0.4107142857142857
Georgia St.,0.32882999999999996,0.0,0.32882999999999996,0.15138,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.15,0.15,0.05,0.09999999999999999,2.3333333333333335,0.2,1.0,0.1,0.0,0.0,0.5714285714285714,0.25,0.4107142857142857
Gonzaga,0.21257500000000001,0.0,0.21257500000000001,0.039115,-0.12248,0.35,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.15,0.2,0.05,0.15000000000000002,1.3333333333333335,0.15,1.0,0.25,0.0,0.0,0.5714285714285714,0.25,0.4107142857142857
Grambling St.,0.400955,0.0,0.400955,0.241235,0.5424599999999999,0.5,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.15,0.2,0.1,0.1,2.666666666666667,0.15,1.0,0.1,0.0,0.0,0.5714285714285714,0.25,0.4107142857142857
Grand Canyon,0.5969450000000001,0.0,0.5969450000000001,0.34526500000000004,0.37876000000000004,0.75,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.15,0.15,0.1,0.04999999999999999,3.0,0.15,1.0,0.15,0.0,0.0,0.5714285714285714,0.25,0.4107142857142857
Green Bay,0.48530500000000004,0.0,0.48530500000000004,0.21271500000000004,0.56222,0.65,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.2,0.2,0.0,0.2,2.25,0.3,0.0,0.05,0.05,0.0,0.5714285714285714,0.25,0.4107142857142857
Hampton,0.38765,0.0,0.38765,0.20400000000000001,0.48586,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.15,0.2,0.05,0.15000000000000002,2.3333333333333335,0.15,1.0,0.05,0.0,0.0,0.5714285714285714,0.25,0.4107142857142857
Harvard,0.557285,0.0,0.557285,0.38520999999999994,0.73736,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.15,0.15,0.15,0.0,3.3333333333333335,0.2,1.0,0.15,0.0,0.0,0.5714285714285714,0.25,0.4107142857142857
Hawaii,0.408685,0.0,0.408685,0.24457500000000004,0.26105999999999996,0.5,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.15,0.15,0.1,0.04999999999999999,2.3333333333333335,0.15,1.0,0.15,0.0,0.0,0.5714285714285714,0.25,0.4107142857142857
High Point,0.2332499999999999,0.0,0.2332499999999999,0.08171000000000002,-0.21398,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.15,0.2,0.1,0.1,1.6666666666666667,0.3,1.0,0.2,0.0,0.0,0.5714285714285714,0.25,0.4107142857142857
Hofstra,0.505105,0.0,0.505105,0.256395,0.36868,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.15,0.2,0.1,0.1,3.3333333333333335,0.15,1.0,0.1,0.0,0.0,0.5714285714285714,0.25,0.4107142857142857
Holy Cross,0.41252999999999995,0.0,0.41252999999999995,0.20577,0.73736,0.5,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.15,0.2,0.0,0.2,2.666666666666667,0.15,0.0,0.0,0.0,0.0,0.5714285714285714,0.25,0.4107142857142857
Houston,0.32288500000000003,0.0,0.32288500000000003,0.11305499999999999,0.36768,0.65,0.15,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.2,0.2,0.15,0.1,0.04999999999999999,1.0,0.15,1.0,0.45,0.0,0.0,0.5714285714285714,0.25,0.4107142857142857
Houston Chr.,0.322535,0.0,0.322535,0.10422500000000001,0.41656000000000004,0.55,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.2,0.15,0.15,0.0,1.25,0.25,1.0,0.15,0.0,0.0,0.5714285714285714,0.25,0.4107142857142857
Howard,0.47125500000000003,0.0,0.47125500000000003,0.23064500000000004,0.4305,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.15,0.15,0.1,0.04999999999999999,2.3333333333333335,0.15,1.0,0.1,0.0,0.0,0.5714285714285714,0.25,0.4107142857142857
IUI,0.2811615384615385,0.0,0.2811615384615385,0.039276923076923084,0.153,0.3076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23076923076923078,0.23076923076923078,0.23076923076923078,0.07692307692307693,0.15384615384615385,1.0,0.23076923076923078,1.0,0.15384615384615385,0.0,0.0,0.37142857142857144,0.25,0.3107142857142857
Idaho,0.10238499999999999,0.0,0.10238499999999999,-0.016935000000000006,0.0,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.15,0.15,0.15,0.0,1.6666666666666667,0.15,1.0,0.15,0.0,0.0,0.5714285714285714,0.25,0.4107142857142857
Idaho St.,0.40745499999999996,0.0,0.40745499999999996,0.23804999999999996,0.18434,0.55,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.15,0.15,0.1,0.04999999999999999,3.666666666666667,0.15,1.0,0.1,0.0,0.0,0.5714285714285714,0.25,0.4107142857142857
Illinois,0.361695,0.0,0.361695,0.139345,0.20425999999999997,0.65,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.15,0.15,0.05,0.09999999999999999,1.6666666666666667,0.15,1.0,0.55,0.0,0.0,0.5714285714285714,0.25,0.4107142857142857
Illinois St.,0.32220499999999996,0.0,0.32220499999999996,0.14079000000000003,0.42088000000000003,0.5,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.15,0.1,0.04999999999999999,1.0,0.2,1.0,0.55,0.0,0.0,0.5714285714285714,0.25,0.4107142857142857
Incarnate Word,0.18066500000000002,0.0,0.18066500000000002,0.031485000000000006,0.02742,0.3,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.15,0.15,0.0,1.0,0.15,1.0,0.15,0.0,0.0,0.5714285714285714,0.25,0.4107142857142857
Indiana,0.17039500000000002,0.0,0.17039500000000002,0.074655,-0.17564000000000002,0.5,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.2,0.1,0.1,1.0,0.25,1.0,0.3,0.0,0.0,0.5714285714285714,0.25,0.4107142857142857
Indiana St.,0.17072,0.0,0.17072,0.07103999999999999,-0.22311999999999999,0.35,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.2,0.15,0.1,0.04999999999999999,1.25,0.2,1.0,0.2,0.0,0.0,0.5714285714285714,0.25,0.4107142857142857
Iona,0.800325,0.0,0.800325,0.5837050000000001,0.9216999999999999,0.9,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.15,0.15,0.05,0.09999999999999999,5.666666666666667,0.15,1.0,0.05,0.0,0.0,0.5714285714285714,0.25,0.4107142857142857
Iowa,0.24061499999999997,0.0,0.24061499999999997,0.04518,0.11631999999999998,0.45,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.15,0.15,0.15,0.0,1.3333333333333335,0.2,1.0,0.55,0.0,0.0,0.5714285714285714,0.25,0.4107142857142857
Iowa St.,0.18322500000000003,0.0,0.18322500000000003,-0.008794999999999997,0.24086,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.2,0.15,0.1,0.04999999999999999,1.25,0.15,1.0,0.35,0.0,0.0,0.5714285714285714,0.25,0.4107142857142857
Jackson St.,0.301295,0.0,0.301295,0.12327500000000002,0.15272,0.45,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.15,0.15,0.15,0.0,1.6666666666666667,0.15,1.0,0.35,0.0,0.0,0.5714285714285714,0.25,0.4107142857142857
Jacksonville,0.505085,0.0,0.505085,0.28879499999999997,0.55302,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.15,0.2,0.05,0.15000000000000002,3.3333333333333335,0.15,1.0,0.05,0.0,0.0,0.5714285714285714,0.25,0.4107142857142857
James Madison,0.5062849999999999,0.0,0.5062849999999999,0.28961,0.73736,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.15,0.15,0.15,0.0,3.666666666666667,0.2,1.0,0.15,0.0,0.0,0.5714285714285714,0.25,0.4107142857142857
Jax. State,0.5872199999999999,0.0,0.5872199999999999,0.3825549999999999,0.7489,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.15,0.15,0.15,0.0,4.0,0.15,1.0,0.15,0.0,0.0,0.5714285714285714,0.25,0.4107142857142857
Kansas,0.183075,0.0,0.183075,0.04608500000000001,0.08996,0.35,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.15,0.15,0.15,0.0,1.3333333333333335,0.2,1.0,0.35,0.0,0.0,0.5714285714285714,0.25,0.4107142857142857
Kansas City,0.19912000000000002,0.0,0.19912000000000002,0.044300000000000006,0.093,0.45,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.15,0.2,0.1,0.1,1.6666666666666667,0.2,1.0,0.25,0.0,0.0,0.5714285714285714,0.25,0.4107142857142857
Kansas St.,0.023864999999999997,0.0,0.023864999999999997,-0.06774,-0.21398,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.15,0.15,0.1,0.04999999999999999,1.6666666666666667,0.35,1.0,0.2,0.0,0.0,0.5714285714285714,0.25,0.4107142857142857
Kennesaw St.,0.276715,0.0,0.276715,0.184125,0.56456,0.4,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.15,0.15,0.15,0.0,2.666666666666667,0.15,1.0,0.15,0.0,0.0,0.5714285714285714,0.25,0.4107142857142857
Kent St.,0.553005,0.0,0.553005,0.37121499999999996,0.73736,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.15,0.15,0.15,0.0,3.666666666666667,0.15,1.0,0.15,0.0,0.0,0.5714285714285714,0.25,0.4107142857142857
Kentucky,0.263185,0.0,0.263185,0.10977,0.44239999999999996,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.15,0.25,0.2,0.04999999999999999,1.6666666666666667,0.15,1.0,0.4,0.0,0.0,0.5714285714285714,0.25,0.4107142857142857
LBSU,0.54672,0.0,0.54672,0.345705,0.55302,0.7,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.15,0.2,0.05,0.15000000000000002,4.0,0.2,1.0,0.05,0.0,0.0,0.5714285714285714,0.25,0.4107142857142857
LIU,0.307325,0.0,0.307325,0.14128500000000002,-0.14006000000000002,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.15,0.2,0.05,0.15000000000000002,2.0,0.15,1.0,0.05,0.0,0.0,0.5714285714285714,0.25,0.4107142857142857
LMU,0.8026449999999998,0.0,0.8026449999999998,0.51719,0.9216999999999999,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.15,0.2,0.15,0.05000000000000002,5.333333333333334,0.2,1.0,0.15,0.0,0.0,0.5714285714285714,0.25,0.4107142857142857
LSU,0.11926842105263157,0.0,0.11926842105263157,-0.055136842105263165,0.18864,0.2631578947368421,0.15789473684210525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15789473684210525,0.15789473684210525,0.2631578947368421,0.05263157894736842,0.21052631578947367,1.0,0.2631578947368421,1.0,0.15789473684210525,0.0,0.0,0.5428571428571428,0.25,0.3964285714285714
La Salle,0.205165,0.0,0.205165,0.08878000000000001,0.55302,0.4,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.15,0.2,0.1,0.1,2.666666666666667,0.25,1.0,0.1,0.0,0.0,0.5714285714285714,0.25,0.4107142857142857
La. Tech,0.6651368421052632,0.0,0.6651368421052632,0.46257894736842103,0.6858799999999999,0.7368421052631579,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02631578947368421,0.0,0.5263157894736842,0.15789473684210525,0.21052631578947367,0.15789473684210525,0.05263157894736842,3.3333333333333335,0.15789473684210525,1.0,0.21052631578947367,0.0,0.0,0.5428571428571428,0.25,0.3964285714285714
Lafayette,0.49926499999999996,0.0,0.49926499999999996,0.30133499999999996,0.9216999999999999,0.65,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.2,0.25,0.05,0.2,2.9999999999999996,0.15,1.0,0.1,0.0,0.0,0.5714285714285714,0.25,0.4107142857142857
