date,away_name,away_score,home_name,home_score,status,home_team_won,winner_name,winner_score,loser_name,loser_score,score_diff
2026-02-16,SE Louisiana,53,East Texas A&M,70,Final,1,East Texas A&M,70,SE Louisiana,53,17
2026-02-16,Coppin St.,59,SC State,57,Final,0,Coppin St.,59,SC State,57,-2
2026-02-16,Louisiana,72,Old Dominion,83,Final,1,Old Dominion,83,Louisiana,72,11
2026-02-16,Colgate,58,Boston U.,85,Final,1,Boston U.,85,Colgate,58,27
2026-02-16,Bethune-Cook.,86,Jackson St.,91,Final,1,Jackson St.,91,Bethune-Cook.,86,5
2026-02-16,Syracuse,64,Duke,101,Final,1,Duke,101,Syracuse,64,37
2026-02-16,Grambling St.,63,Prairie View,68,Final,1,Prairie View,68,Grambling St.,63,5
2026-02-16,Howard,91,Delaware St.,59,Final,0,Howard,91,Delaware St.,59,-32
2026-02-16,Morgan St.,76,NC Central,80,Final,1,NC Central,80,Morgan St.,76,4
2026-02-16,Miss Valley St.,55,Alabama St.,92,Final,1,Alabama St.,92,Miss Valley St.,55,37
2026-02-16,Norfolk St.,70,Md.-E. Shore,66,Final,0,Norfolk St.,70,Md.-E. Shore,66,-4
2026-02-16,South Alabama,80,Marshall,84,Final,1,Marshall,84,South Alabama,80,4
2026-02-16,Wagner,65,LIU,83,Final,1,LIU,83,Wagner,65,18
2026-02-16,Lamar,65,UT-Rio Grande Valley,70,Final,1,UT-Rio Grande Valley,70,Lamar,65,5
2026-02-16,McNeese,75,Northwestern St.,64,Final,0,McNeese,75,Northwestern St.,64,-11
2026-02-16,New Orleans,78,Incarnate Word,64,Final,0,New Orleans,78,Incarnate Word,64,-14
2026-02-16,Abilene Chr.,62,Tarleton St.,65,Final,1,Tarleton St.,65,Abilene Chr.,62,3
2026-02-16,Ark.-Pine Bluff,70,Alabama A&M,82,Final,1,Alabama A&M,82,Ark.-Pine Bluff,70,12
2026-02-16,Drexel,69,Stony Brook,72,Final,1,Stony Brook,72,Drexel,69,3
2026-02-16,Florida A&M,86,Alcorn St.,78,Final,0,Florida A&M,86,Alcorn St.,78,-8
2026-02-16,Nicholls,68,Houston Chr.,72,Final,1,Houston Chr.,72,Nicholls,68,4
2026-02-16,SF Austin,78,TX A&M-CC,68,Final,0,SF Austin,78,TX A&M-CC,68,-10
2026-02-16,Southern U.,73,Texas So.,74,Final,1,Texas So.,74,Southern U.,73,1
2026-02-16,Houston,67,Iowa St.,70,Final,1,Iowa St.,70,Houston,67,3
2026-02-17,Boston College,72,Florida St.,80,Final,1,Florida St.,80,Boston College,72,8
2026-02-17,Gardner-Webb,66,Charleston So.,75,Final,1,Charleston So.,75,Gardner-Webb,66,9
2026-02-17,C. Michigan,54,E. Michigan,66,Final,1,E. Michigan,66,C. Michigan,54,12
2026-02-17,Michigan,91,Purdue,80,Final,0,Michigan,91,Purdue,80,-11
2026-02-17,N. Illinois,72,Buffalo,70,Final,0,N. Illinois,72,Buffalo,70,-2
2026-02-17,Villanova,92,Xavier,89,Final,0,Villanova,92,Xavier,89,-3
2026-02-17,Akron,90,W. Michigan,73,Final,0,Akron,90,W. Michigan,73,-17
2026-02-17,Ball St.,57,Ohio,69,Final,1,Ohio,69,Ball St.,57,12
2026-02-17,Kent St.,78,Bowling Green,71,Final,0,Kent St.,78,Bowling Green,71,-7
2026-02-17,Louisville,85,SMU,95,Final,1,SMU,95,Louisville,85,10
2026-02-17,Miami (Ohio),86,Massachusetts,77,Final,0,Miami (Ohio),86,Massachusetts,77,-9
2026-02-17,S. Carolina,62,Florida,76,Final,1,Florida,76,S. Carolina,62,14
2026-02-17,Saint Louis,76,Rhode Island,81,Final,1,Rhode Island,81,Saint Louis,76,5
2026-02-17,TCU,71,UCF,82,Final,1,UCF,82,TCU,71,11
2026-02-17,N. Carolina,58,NC State,82,Final,1,NC State,82,N. Carolina,58,24
2026-02-17,George Wash.,75,VCU,89,Final,1,VCU,89,George Wash.,75,14
2026-02-17,Va. Tech,66,Miami,67,Final,1,Miami,67,Va. Tech,66,1
2026-02-17,Fresno St.,82,Wyoming,92,Final,1,Wyoming,92,Fresno St.,82,10
2026-02-17,UCLA,59,Michigan St.,82,Final,1,Michigan St.,82,UCLA,59,23
2026-02-17,Wisconsin,69,Ohio St.,86,Final,1,Ohio St.,86,Wisconsin,69,17
2026-02-17,SE Missouri St.,56,UT Martin,53,Final,0,SE Missouri St.,56,UT Martin,53,-3
2026-02-17,Air Force,61,New Mexico,98,Final,1,New Mexico,98,Air Force,61,37
2026-02-17,Baylor,74,Kansas St.,90,Final,1,Kansas St.,90,Baylor,74,16
2026-02-17,LSU,85,Texas,88,Final,1,Texas,88,LSU,85,3
2026-02-17,Nebraska,52,Iowa,57,Final,1,Iowa,57,Nebraska,52,5
2026-02-17,Georgia,86,Kentucky,78,Final,0,Georgia,86,Kentucky,78,-8
2026-02-17,Grand Canyon,73,San Diego St.,63,Final,0,Grand Canyon,73,San Diego St.,63,-10
2026-02-17,Nevada,71,San Jose St.,87,Final,1,San Jose St.,87,Nevada,71,16
2026-02-17,Minnesota,61,Oregon,44,Final,0,Minnesota,61,Oregon,44,-17
2026-02-17,Texas Tech,67,Arizona St.,72,Final,1,Arizona St.,72,Texas Tech,67,5
2026-02-18,Lafayette,86,Holy Cross,83,Final,0,Lafayette,86,Holy Cross,83,-3
2026-02-18,Rutgers,85,Penn St.,72,Final,0,Rutgers,85,Penn St.,72,-13
2026-02-18,VMI,76,Wofford,82,Final,1,Wofford,82,VMI,76,6
2026-02-18,Butler,93,Georgetown,89,Final,0,Butler,93,Georgetown,89,-4
2026-02-18,Clev. St.,82,Youngstown St.,106,Final,1,Youngstown St.,106,Clev. St.,82,24
2026-02-18,ETSU,78,Furman,69,Final,0,ETSU,78,Furman,69,-9
2026-02-18,American,75,Bucknell,57,Final,0,American,75,Bucknell,57,-18
2026-02-18,Arkansas,115,Alabama,117,Final,1,Alabama,117,Arkansas,115,2
2026-02-18,Army,87,Loyola-Md.,77,Final,0,Army,87,Loyola-Md.,77,-10
2026-02-18,Bradley,72,Valparaiso,79,Final,1,Valparaiso,79,Bradley,72,7
2026-02-18,Clemson,77,Wake Forest,85,Final,1,Wake Forest,85,Clemson,77,8
2026-02-18,Creighton,91,UConn,84,Final,0,Creighton,91,UConn,84,-7
2026-02-18,Dayton,82,George Mason,67,Final,0,Dayton,82,George Mason,67,-15
2026-02-18,PFW,71,N. Kentucky,87,Final,1,N. Kentucky,87,PFW,71,16
2026-02-18,James Madison,67,C. Carolina,65,Final,0,James Madison,67,C. Carolina,65,-2
2026-02-18,Jacksonville,84,FGCU,86,Final,1,FGCU,86,Jacksonville,84,2
2026-02-18,Lehigh,49,Navy,72,Final,1,Navy,72,Lehigh,49,23
2026-02-18,Loyola Chi.,59,Fordham,62,Final,1,Fordham,62,Loyola Chi.,59,3
2026-02-18,La Salle,61,Duquesne,62,Final,1,Duquesne,62,La Salle,61,1
2026-02-18,Ole Miss,77,Texas A&M,80,Final,1,Texas A&M,80,Ole Miss,77,3
2026-02-18,UNCG,77,W. Carolina,91,Final,1,W. Carolina,91,UNCG,77,14
2026-02-18,N. Iowa,81,Indiana St.,60,Final,0,N. Iowa,81,Indiana St.,60,-21
2026-02-18,Oklahoma,66,Tennessee,89,Final,1,Tennessee,89,Oklahoma,66,23
2026-02-18,Queens,85,N. Alabama,78,Final,0,Queens,85,N. Alabama,78,-7
2026-02-18,Richmond,63,Davidson,65,Final,1,Davidson,65,Richmond,63,2
2026-02-18,Saint Joseph's,71,St. Bona.,65,Final,0,Saint Joseph's,71,St. Bona.,65,-6
2026-02-18,UAB,76,Temple,71,Final,0,UAB,76,Temple,71,-5
2026-02-18,W. Georgia,80,E. Kentucky,81,Final,1,E. Kentucky,81,W. Georgia,80,1
2026-02-18,Wichita St.,92,East Carolina,89,Final,0,Wichita St.,92,East Carolina,89,-3
2026-02-18,W. Kentucky,88,Delaware,87,Final,0,W. Kentucky,88,Delaware,87,-1
2026-02-18,Jax. State,71,La. Tech,77,Final,1,La. Tech,77,Jax. State,71,6
2026-02-18,Lipscomb,75,Bellarmine,72,Final,0,Lipscomb,75,Bellarmine,72,-3
2026-02-18,Middle Tenn.,70,Sam Houston,78,Final,1,Sam Houston,78,Middle Tenn.,70,8
2026-02-18,S. Illinois,66,Drake,61,Final,0,S. Illinois,66,Drake,61,-5
2026-02-18,Troy,77,UL-Monroe,76,Final,0,Troy,77,UL-Monroe,76,-1
2026-02-18,Charlotte,74,Tulsa,79,Final,1,Tulsa,79,Charlotte,74,5
2026-02-18,DePaul,69,Seton Hall,57,Final,0,DePaul,69,Seton Hall,57,-12
2026-02-18,FAU,60,UTSA,52,Final,0,FAU,60,UTSA,52,-8
2026-02-18,UIC,84,Evansville,46,Final,0,UIC,84,Evansville,46,-38
2026-02-18,Kennesaw St.,91,Missouri St.,87,Final,0,Kennesaw St.,91,Missouri St.,87,-4
2026-02-18,Maryland,74,Northwestern,78,Final,1,Northwestern,78,Maryland,74,4
2026-02-18,NC Central,72,SC State,85,Final,1,SC State,85,NC Central,72,13
2026-02-18,N. Dakota St.,74,S. Dak. St.,66,Final,0,N. Dakota St.,74,S. Dak. St.,66,-8
2026-02-18,Oral Roberts,71,Omaha,80,Final,1,Omaha,80,Oral Roberts,71,9
2026-02-18,Utah,61,West Virginia,56,Final,0,Utah,61,West Virginia,56,-5
2026-02-18,Auburn,85,Miss. St.,91,Final,1,Miss. St.,91,Auburn,85,6
2026-02-18,BYU,68,Arizona,75,Final,1,Arizona,75,BYU,68,7
2026-02-18,Kansas,81,Okla. St.,69,Final,0,Kansas,81,Okla. St.,69,-12
2026-02-18,Saint Mary's,72,Seattle,70,Final,0,Saint Mary's,72,Seattle,70,-2
2026-02-18,Murray St.,61,Illinois St.,78,Final,1,Illinois St.,78,Murray St.,61,17
2026-02-18,St. John's,76,Marquette,70,Final,0,St. John's,76,Marquette,70,-6
2026-02-18,Virginia,94,Ga. Tech,68,Final,0,Virginia,94,Ga. Tech,68,-26
2026-02-18,Vanderbilt,80,Missouri,81,Final,1,Missouri,81,Vanderbilt,80,1
2026-02-18,Pacific,70,Wash. St.,87,Final,1,Wash. St.,87,Pacific,70,17
2026-02-18,Illinois,101,USC,65,Final,0,Illinois,101,USC,65,-36
2026-02-18,Pepperdine,95,Portland,87,Final,0,Pepperdine,95,Portland,87,-8
2026-02-18,Boise St.,56,Utah St.,75,Final,1,Utah St.,75,Boise St.,56,19
2026-02-18,Colo. St.,91,UNLV,86,Final,0,Colo. St.,91,UNLV,86,-5
2026-02-18,Gonzaga,80,San Fran.,59,Final,0,Gonzaga,80,San Fran.,59,-21
2026-02-19,Binghamton,79,Bryant,67,Final,0,Binghamton,79,Bryant,67,-12
2026-02-19,FIU,89,Liberty,90,Final,1,Liberty,90,FIU,89,1
2026-02-19,New Hamp.,56,UMass Lowell,78,Final,1,UMass Lowell,78,New Hamp.,56,22
2026-02-19,Vermont,62,UMBC,75,Final,1,UMBC,75,Vermont,62,13
2026-02-19,Marshall,94,App. St.,93,Final,0,Marshall,94,App. St.,93,-1
2026-02-19,SC Upstate,64,Winthrop,68,Final,1,Winthrop,68,SC Upstate,64,4
2026-02-19,UAlbany,81,N.J. Tech,63,Final,0,UAlbany,81,N.J. Tech,63,-18
2026-02-19,Charleston,74,NC A&T,61,Final,0,Charleston,74,NC A&T,61,-13
2026-02-19,Chattanooga,94,Mercer,90,Final,0,Chattanooga,94,Mercer,90,-4
2026-02-19,Drexel,70,Northeastern,61,Final,0,Drexel,70,Northeastern,61,-9
2026-02-19,FDU,60,Chicago St.,59,Final,0,FDU,60,Chicago St.,59,-1
2026-02-19,Gardner-Webb,70,Radford,82,Final,1,Radford,82,Gardner-Webb,70,12
2026-02-19,IUI,73,Wright St.,85,Final,1,Wright St.,85,IUI,73,12
2026-02-19,Le Moyne,77,CCSU,78,Final,1,CCSU,78,Le Moyne,77,1
2026-02-19,LIU,91,Saint Francis,89,Final,0,LIU,91,Saint Francis,89,-2
2026-02-19,Longwood,65,Presbyterian,72,Final,1,Presbyterian,72,Longwood,65,7
2026-02-19,Memphis,66,South Florida,87,Final,1,South Florida,87,Memphis,66,21
2026-02-19,Monmouth,69,UNCW,79,Final,1,UNCW,79,Monmouth,69,10
2026-02-19,UNC-Ash.,48,High Point,74,Final,1,High Point,74,UNC-Ash.,48,26
2026-02-19,Austin Peay,77,North Florida,76,Final,0,Austin Peay,77,North Florida,76,-1
2026-02-19,Samford,78,The Citadel,75,Final,0,Samford,78,The Citadel,75,-3
2026-02-19,Stonehill,51,New Haven,64,Final,1,New Haven,64,Stonehill,51,13
2026-02-19,Wagner,83,Mercyhurst,80,Final,0,Wagner,83,Mercyhurst,80,-3
2026-02-19,William & Mary,83,Campbell,84,Final,1,Campbell,84,William & Mary,83,1
2026-02-19,Alabama St.,71,Bethune-Cook.,82,Final,1,Bethune-Cook.,82,Alabama St.,71,11
2026-02-19,Arkansas St.,79,Louisiana,62,Final,0,Arkansas St.,79,Louisiana,62,-17
2026-02-19,Cal Baptist,46,Utah Valley,65,Final,1,Utah Valley,65,Cal Baptist,46,19
2026-02-19,Cent. Arkansas,88,Stetson,76,Final,0,Cent. Arkansas,88,Stetson,76,-12
2026-02-19,Ga. Southern,64,Georgia St.,66,Final,1,Georgia St.,66,Ga. Southern,64,2
2026-02-19,Hampton,43,Hofstra,79,Final,1,Hofstra,79,Hampton,43,36
2026-02-19,So. Utah,74,Tarleton St.,78,Final,1,Tarleton St.,78,So. Utah,74,4
2026-02-19,Texas St.,90,South Alabama,82,Final,0,Texas St.,90,South Alabama,82,-8
2026-02-19,Kansas City,70,North Dakota,85,Final,1,North Dakota,85,Kansas City,70,15
2026-02-19,Utah Tech,50,UT Arlington,63,Final,1,UT Arlington,63,Utah Tech,50,13
2026-02-19,Lindenwood,80,Tennessee St.,89,Final,1,Tennessee St.,89,Lindenwood,80,9
2026-02-19,Morehead St.,73,E. Illinois,70,Final,0,Morehead St.,73,E. Illinois,70,-3
2026-02-19,So. Indiana,77,W. Illinois,70,Final,0,So. Indiana,77,W. Illinois,70,-7
2026-02-19,UT Martin,65,Little Rock,67,Final,1,Little Rock,67,UT Martin,65,2
2026-02-19,Prairie View,72,Miss Valley St.,62,Final,0,Prairie View,72,Miss Valley St.,62,-10
2026-02-19,SIUE,52,Tenn. Tech,62,Final,1,Tenn. Tech,62,SIUE,52,10
2026-02-19,CSNorthridge,85,UCSB,83,Final,0,CSNorthridge,85,UCSB,83,-2
2026-02-19,Idaho,67,Portland St.,77,Final,1,Portland St.,77,Idaho,67,10
2026-02-19,Montana,69,Idaho St.,73,Final,1,Idaho St.,73,Montana,69,4
2026-02-19,Montana St.,79,Weber St.,82,Final,1,Weber St.,82,Montana St.,79,3
2026-02-19,South Dakota,70,Denver,90,Final,1,Denver,90,South Dakota,70,20
2026-02-19,Tulane,77,North Texas,71,Final,0,Tulane,77,North Texas,71,-6
2026-02-19,Alabama A&M,63,Florida A&M,61,Final,0,Alabama A&M,63,Florida A&M,61,-2
2026-02-19,Texas So.,83,Ark.-Pine Bluff,64,Final,0,Texas So.,83,Ark.-Pine Bluff,64,-19
2026-02-19,Cal-Baker.,65,UC Riverside,93,Final,1,UC Riverside,93,Cal-Baker.,65,28
2026-02-19,E. Washington,102,Sacramento St.,94,Final,0,E. Washington,102,Sacramento St.,94,-8
2026-02-19,UC Davis,92,CS Fullerton,93,Final,1,CS Fullerton,93,UC Davis,92,1
2026-02-19,UC Irvine,69,LBSU,58,Final,0,UC Irvine,69,LBSU,58,-11
2026-02-20,Cal Poly,86,Hawaii,75,Final,0,Cal Poly,86,Hawaii,75,-11
2026-02-20,Akron,78,Ball St.,65,Final,0,Akron,78,Ball St.,65,-13
2026-02-20,Canisius,72,Rider,66,Final,0,Canisius,72,Rider,66,-6
2026-02-20,Marist,84,Manhattan,70,Final,0,Marist,84,Manhattan,70,-14
2026-02-20,Milwaukee,86,Detroit,91,Final,1,Detroit,91,Milwaukee,86,5
2026-02-20,Niagara,63,Mt St Mary's,76,Final,1,Mt St Mary's,76,Niagara,63,13
2026-02-20,Princeton,71,Brown,80,Final,1,Brown,80,Princeton,71,9
2026-02-20,Sacred Heart,68,Fairfield,78,Final,1,Fairfield,78,Sacred Heart,68,10
2026-02-20,Saint Peter's,64,Iona,72,Final,1,Iona,72,Saint Peter's,64,8
2026-02-20,VCU,75,Saint Louis,88,Final,1,Saint Louis,88,VCU,75,13
2026-02-20,Green Bay,73,Oakland,68,Final,0,Green Bay,73,Oakland,68,-5
2026-02-20,Indiana,64,Purdue,93,Final,1,Purdue,93,Indiana,64,29
2026-02-20,Siena,72,Merrimack,79,Final,1,Merrimack,79,Siena,72,7
2026-02-20,Bowling Green,77,Miami (Ohio),91,Final,1,Miami (Ohio),91,Bowling Green,77,14
2026-02-21,Creighton,52,St. John's,81,Final,1,St. John's,81,Creighton,52,29
2026-02-21,East Carolina,56,Charlotte,68,Final,1,Charlotte,68,East Carolina,56,12
2026-02-21,Florida,94,Ole Miss,75,Final,0,Florida,94,Ole Miss,75,-19
2026-02-21,Florida St.,70,Clemson,65,Final,0,Florida St.,70,Clemson,65,-5
2026-02-21,Loyola Chi.,61,Saint Joseph's,75,Final,1,Saint Joseph's,75,Loyola Chi.,61,14
2026-02-21,NC Central,67,Howard,100,Final,1,Howard,100,NC Central,67,33
2026-02-21,Rutgers,61,Minnesota,80,Final,1,Minnesota,80,Rutgers,61,19
2026-02-21,Wake Forest,63,Va. Tech,82,Final,1,Va. Tech,82,Wake Forest,63,19
2026-02-21,UAlbany,62,UMBC,66,Final,1,UMBC,66,UAlbany,62,4
2026-02-21,Binghamton,79,UMass Lowell,92,Final,1,UMass Lowell,92,Binghamton,79,13
2026-02-21,Chattanooga,93,The Citadel,72,Final,0,Chattanooga,93,The Citadel,72,-21
2026-02-21,Cincinnati,84,Kansas,68,Final,0,Cincinnati,84,Kansas,68,-16
2026-02-21,Ga. Southern,74,App. St.,89,Final,1,App. St.,89,Ga. Southern,74,15
2026-02-21,Miss. St.,89,S. Carolina,97,Final,1,S. Carolina,97,Miss. St.,89,8
2026-02-21,Marshall,75,C. Carolina,79,Final,1,C. Carolina,79,Marshall,75,4
2026-02-21,Texas St.,54,Louisiana,67,Final,1,Louisiana,67,Texas St.,54,13
2026-02-21,N. Carolina,77,Syracuse,64,Final,0,N. Carolina,77,Syracuse,64,-13
2026-02-21,W. Carolina,81,VMI,62,Final,0,W. Carolina,81,VMI,62,-19
2026-02-21,Navy,81,Army,63,Final,0,Navy,81,Army,63,-18
2026-02-21,Xavier,75,Butler,80,Final,1,Butler,80,Xavier,75,5
2026-02-21,Cent. Arkansas,71,FGCU,75,Final,1,FGCU,75,Cent. Arkansas,71,4
2026-02-21,CCSU,51,Chicago St.,70,Final,1,Chicago St.,70,CCSU,51,19
2026-02-21,Dartmouth,64,Columbia,63,Final,0,Dartmouth,64,Columbia,63,-1
2026-02-21,Davidson,59,Fordham,63,Final,1,Fordham,63,Davidson,59,4
2026-02-21,Delaware,66,Middle Tenn.,78,Final,1,Middle Tenn.,78,Delaware,66,12
2026-02-21,Duquesne,66,Dayton,78,Final,1,Dayton,78,Duquesne,66,12
2026-02-21,Harvard,73,Cornell,54,Final,0,Harvard,73,Cornell,54,-19
2026-02-21,Hofstra,82,Northeastern,68,Final,0,Hofstra,82,Northeastern,68,-14
2026-02-21,Le Moyne,68,Stonehill,77,Final,1,Stonehill,77,Le Moyne,68,9
2026-02-21,LIU,83,Mercyhurst,91,Final,1,Mercyhurst,91,LIU,83,8
2026-02-21,Loyola-Md.,98,Colgate,101,Final,1,Colgate,101,Loyola-Md.,98,3
2026-02-21,Miami,83,Virginia,86,Final,1,Virginia,86,Miami,83,3
2026-02-21,Notre Dame,68,Pittsburgh,73,Final,1,Pittsburgh,73,Notre Dame,68,5
2026-02-21,Penn,70,Yale,74,Final,1,Yale,74,Penn,70,4
2026-02-21,Penn St.,64,Nebraska,87,Final,1,Nebraska,87,Penn St.,64,23
2026-02-21,Samford,86,Mercer,89,Final,1,Mercer,89,Samford,86,3
2026-02-21,SIUE,53,Tennessee St.,80,Final,1,Tennessee St.,80,SIUE,53,27
2026-02-21,Tennessee,69,Vanderbilt,65,Final,0,Tennessee,69,Vanderbilt,65,-4
2026-02-21,Kansas City,59,N. Dakota St.,95,Final,1,N. Dakota St.,95,Kansas City,59,36
2026-02-21,Wagner,65,Saint Francis,56,Final,0,Wagner,65,Saint Francis,56,-9
2026-02-21,Ga. Tech,70,Louisville,87,Final,1,Louisville,87,Ga. Tech,70,17
2026-02-21,Kansas St.,72,Texas Tech,100,Final,1,Texas Tech,100,Kansas St.,72,28
2026-02-21,Rhode Island,46,La Salle,59,Final,1,La Salle,59,Rhode Island,46,13
2026-02-21,Arizona,73,Houston,66,Final,0,Arizona,73,Houston,66,-7
2026-02-21,Arkansas St.,102,UL-Monroe,94,Final,0,Arkansas St.,102,UL-Monroe,94,-8
2026-02-21,Missouri St.,67,FIU,70,Final,1,FIU,70,Missouri St.,67,3
2026-02-21,North Dakota,83,S. Dak. St.,91,Final,1,S. Dak. St.,91,North Dakota,83,8
2026-02-21,Old Dominion,81,So. Miss,86,Final,1,So. Miss,86,Old Dominion,81,5
2026-02-21,Ohio,74,N. Illinois,66,Final,0,Ohio,74,N. Illinois,66,-8
2026-02-21,UNLV,91,Air Force,66,Final,0,UNLV,91,Air Force,66,-25
2026-02-21,Utah Valley,66,UT Arlington,54,Final,0,Utah Valley,66,UT Arlington,54,-12
2026-02-21,Valparaiso,71,UIC,67,Final,0,Valparaiso,71,UIC,67,-4
2026-02-21,Washington,60,Maryland,64,Final,1,Maryland,64,Washington,60,4
2026-02-21,W. Georgia,84,Queens,91,Final,1,Queens,91,W. Georgia,84,7
2026-02-21,Jax. State,78,Sam Houston,82,Final,1,Sam Houston,82,Jax. State,78,4
2026-02-21,Okla. St.,69,Colorado,83,Final,1,Colorado,83,Okla. St.,69,14
