date,away_name,away_score,home_name,home_score,status,home_team_won,winner_name,winner_score,loser_name,loser_score,score_diff
2026-02-26,Winthrop,84,Charleston So.,86,Final,1,Charleston So.,86,Winthrop,84,2
2026-02-26,Missouri St.,70,La. Tech,72,Final,1,La. Tech,72,Missouri St.,70,2
2026-02-26,N. Mex. St.,70,W. Kentucky,93,Final,1,W. Kentucky,93,N. Mex. St.,70,23
2026-02-26,UTEP,67,Middle Tenn.,77,Final,1,Middle Tenn.,77,UTEP,67,10
2026-02-26,Denver,80,Oral Roberts,102,Final,1,Oral Roberts,102,Denver,80,22
2026-02-26,Michigan St.,76,Purdue,74,Final,0,Michigan St.,76,Purdue,74,-2
2026-02-26,S. Dak. St.,73,Kansas City,59,Final,0,S. Dak. St.,73,Kansas City,59,-14
2026-02-26,Tarleton St.,72,Utah Valley,79,Final,1,Utah Valley,79,Tarleton St.,72,7
2026-02-26,VMI,61,Samford,80,Final,1,Samford,80,VMI,61,19
2026-02-26,Alcorn St.,87,Texas So.,92,Final,1,Texas So.,92,Alcorn St.,87,5
2026-02-26,E. Illinois,71,Lindenwood,67,Final,0,E. Illinois,71,Lindenwood,67,-4
2026-02-26,Florida A&M,82,Southern U.,71,Final,0,Florida A&M,82,Southern U.,71,-11
2026-02-26,Tennessee St.,79,SE Missouri St.,71,Final,0,Tennessee St.,79,SE Missouri St.,71,-8
2026-02-26,Tenn. Tech,49,UT Martin,64,Final,1,UT Martin,64,Tenn. Tech,49,15
2026-02-26,W. Illinois,47,SIUE,67,Final,1,SIUE,67,W. Illinois,47,20
2026-02-26,Morehead St.,76,Little Rock,70,Final,0,Morehead St.,76,Little Rock,70,-6
2026-02-26,Abilene Chr.,81,Utah Tech,85,Final,1,Utah Tech,85,Abilene Chr.,81,4
2026-02-26,FIU,67,Sam Houston,100,Final,1,Sam Houston,100,FIU,67,33
2026-02-26,Hawaii,77,UC Davis,73,Final,0,Hawaii,77,UC Davis,73,-4
2026-02-26,N. Arizona,58,Idaho,78,Final,1,Idaho,78,N. Arizona,58,20
2026-02-26,N. Colorado,72,E. Washington,82,Final,1,E. Washington,82,N. Colorado,72,10
2026-02-26,N. Dakota St.,62,St. Thomas (MN),84,Final,1,St. Thomas (MN),84,N. Dakota St.,62,22
2026-02-26,Portland St.,69,Montana St.,84,Final,1,Montana St.,84,Portland St.,69,15
2026-02-26,Sacramento St.,73,Montana,81,Final,1,Montana,81,Sacramento St.,73,8
2026-02-26,UC Riverside,59,UCSB,70,Final,1,UCSB,70,UC Riverside,59,11
2026-02-26,Wichita St.,88,Memphis,82,Final,0,Wichita St.,88,Memphis,82,-6
2026-02-26,Jackson St.,76,Prairie View,85,Final,1,Prairie View,85,Jackson St.,76,9
2026-02-26,Cal-Baker.,72,UC San Diego,84,Final,1,UC San Diego,84,Cal-Baker.,72,12
2026-02-26,LBSU,92,Cal Poly,102,Final,1,Cal Poly,102,LBSU,92,10
2026-02-26,UT Arlington,56,Cal Baptist,68,Final,1,Cal Baptist,68,UT Arlington,56,12
2026-02-26,UC Irvine,68,CSNorthridge,67,Final,0,UC Irvine,68,CSNorthridge,67,-1
2026-02-27,Miami (Ohio),69,W. Michigan,67,Final,0,Miami (Ohio),69,W. Michigan,67,-2
2026-02-27,Yale,69,Cornell,72,Final,1,Cornell,72,Yale,69,3
2026-02-27,Quinnipiac,76,Niagara,78,Final,1,Niagara,78,Quinnipiac,76,2
2026-02-27,Brown,62,Columbia,80,Final,1,Columbia,80,Brown,62,18
2026-02-27,Dartmouth,71,Penn,80,Final,1,Penn,80,Dartmouth,71,9
2026-02-27,Dayton,68,George Wash.,66,Final,0,Dayton,68,George Wash.,66,-2
2026-02-27,Harvard,58,Princeton,56,Final,0,Harvard,58,Princeton,56,-2
2026-02-27,UL-Monroe,65,Troy,80,Final,1,Troy,80,UL-Monroe,65,15
2026-02-27,Manhattan,65,Saint Peter's,75,Final,1,Saint Peter's,75,Manhattan,65,10
2026-02-27,Merrimack,62,Canisius,67,Final,1,Canisius,67,Merrimack,62,5
2026-02-27,Mt St Mary's,69,Sacred Heart,77,Final,1,Sacred Heart,77,Mt St Mary's,69,8
2026-02-27,Rider,58,Iona,80,Final,1,Iona,80,Rider,58,22
2026-02-27,Siena,58,Fairfield,72,Final,1,Fairfield,72,Siena,58,14
2026-02-27,Old Dominion,81,Georgia St.,73,Final,0,Old Dominion,81,Georgia St.,73,-8
2026-02-27,Akron,92,Kent St.,70,Final,0,Akron,92,Kent St.,70,-22
2026-02-27,App. St.,57,Texas St.,60,Final,1,Texas St.,60,App. St.,57,3
2026-02-27,C. Carolina,69,James Madison,68,Final,0,C. Carolina,69,James Madison,68,-1
2026-02-27,Michigan,84,Illinois,70,Final,0,Michigan,84,Illinois,70,-14
2026-02-27,Louisiana,58,Arkansas St.,81,Final,1,Arkansas St.,81,Louisiana,58,23
2026-02-27,So. Miss,68,South Alabama,55,Final,0,So. Miss,68,South Alabama,55,-13
2026-02-27,Ga. Southern,99,Marshall,82,Final,0,Ga. Southern,99,Marshall,82,-17
2026-02-28,Boston U.,68,American,65,Final,0,Boston U.,68,American,65,-3
2026-02-28,Colorado,62,Houston,102,Final,1,Houston,102,Colorado,62,40
2026-02-28,Florida St.,80,Ga. Tech,71,Final,0,Florida St.,80,Ga. Tech,71,-9
2026-02-28,Iowa,69,Penn St.,71,Final,1,Penn St.,71,Iowa,69,2
2026-02-28,Loyola-Md.,76,Holy Cross,62,Final,0,Loyola-Md.,76,Holy Cross,62,-14
2026-02-28,NC State,90,Notre Dame,96,Final,1,Notre Dame,96,NC State,90,6
2026-02-28,Seton Hall,67,UConn,71,Final,1,UConn,71,Seton Hall,67,4
2026-02-28,Saint Joseph's,61,Rhode Island,55,Final,0,Saint Joseph's,61,Rhode Island,55,-6
2026-02-28,Virginia,51,Duke,77,Final,1,Duke,77,Virginia,51,26
2026-02-28,Fordham,63,VCU,82,Final,1,VCU,82,Fordham,63,19
2026-02-28,Army,77,Lafayette,83,Final,1,Lafayette,83,Army,77,6
2026-02-28,Chicago St.,61,Wagner,80,Final,1,Wagner,80,Chicago St.,61,19
2026-02-28,Clev. St.,64,Robert Morris,83,Final,1,Robert Morris,83,Clev. St.,64,19
2026-02-28,FDU,60,LIU,74,Final,1,LIU,74,FDU,60,14
2026-02-28,Le Moyne,59,New Haven,66,Final,1,New Haven,66,Le Moyne,59,7
2026-02-28,Missouri,88,Miss. St.,64,Final,0,Missouri,88,Miss. St.,64,-24
2026-02-28,N. Mex. St.,85,Middle Tenn.,86,Final,1,Middle Tenn.,86,N. Mex. St.,85,1
2026-02-28,Saint Francis,64,CCSU,69,Final,1,CCSU,69,Saint Francis,64,5
2026-02-28,UMBC,84,UMass Lowell,60,Final,0,UMBC,84,UMass Lowell,60,-24
2026-02-28,Georgetown,84,Xavier,91,Final,1,Xavier,91,Georgetown,84,7
2026-02-28,Boston College,54,Miami,76,Final,1,Miami,76,Boston College,54,22
2026-02-28,Bucknell,79,Lehigh,89,Final,1,Lehigh,89,Bucknell,79,10
2026-02-28,Campbell,67,Towson,71,Final,1,Towson,71,Campbell,67,4
2026-02-28,Charleston So.,92,UNC-Ash.,75,Final,0,Charleston So.,92,UNC-Ash.,75,-17
2026-02-28,The Citadel,93,Wofford,90,Final,0,The Citadel,93,Wofford,90,-3
2026-02-28,C. Michigan,75,Buffalo,70,Final,0,C. Michigan,75,Buffalo,70,-5
2026-02-28,FGCU,63,Stetson,78,Final,1,Stetson,78,FGCU,63,15
2026-02-28,Gardner-Webb,61,SC Upstate,71,Final,1,SC Upstate,71,Gardner-Webb,61,10
2026-02-28,PFW,87,IUI,81,Final,0,PFW,87,IUI,81,-6
2026-02-28,Louisville,75,Clemson,80,Final,1,Clemson,80,Louisville,75,5
2026-02-28,Maine,67,Binghamton,74,Final,1,Binghamton,74,Maine,67,7
2026-02-28,Mercyhurst,75,Stonehill,72,Final,0,Mercyhurst,75,Stonehill,72,-3
2026-02-28,N. Alabama,63,W. Georgia,75,Final,1,W. Georgia,75,N. Alabama,63,12
2026-02-28,New Hamp.,61,UAlbany,84,Final,1,UAlbany,84,New Hamp.,61,23
2026-02-28,Okla. St.,68,Cincinnati,91,Final,1,Cincinnati,91,Okla. St.,68,23
2026-02-28,Oregon,62,Northwestern,63,Final,1,Northwestern,63,Oregon,62,1
2026-02-28,Austin Peay,97,Bellarmine,111,Final,1,Bellarmine,111,Austin Peay,97,14
2026-02-28,Queens,79,Cent. Arkansas,84,Final,1,Cent. Arkansas,84,Queens,79,5
2026-02-28,S. Dak. St.,70,South Dakota,75,Final,1,South Dakota,75,S. Dak. St.,70,5
2026-02-28,San Diego St.,76,New Mexico,81,Final,1,New Mexico,81,San Diego St.,76,5
2026-02-28,St. Bona.,58,George Mason,71,Final,1,George Mason,71,St. Bona.,58,13
2026-02-28,Tennessee St.,67,UT Martin,42,Final,0,Tennessee St.,67,UT Martin,42,-25
2026-02-28,UCLA,73,Minnesota,78,Final,1,Minnesota,78,UCLA,73,5
2026-02-28,Massachusetts,62,Bowling Green,81,Final,1,Bowling Green,81,Massachusetts,62,19
2026-02-28,Vanderbilt,77,Kentucky,91,Final,1,Kentucky,91,Vanderbilt,77,14
2026-02-28,VMI,79,Chattanooga,86,Final,1,Chattanooga,86,VMI,79,7
2026-02-28,William & Mary,91,NC A&T,88,Final,0,William & Mary,91,NC A&T,88,-3
2026-02-28,Youngstown St.,63,Green Bay,85,Final,1,Green Bay,85,Youngstown St.,63,22
2026-02-28,Detroit,95,Oakland,89,Final,0,Detroit,95,Oakland,89,-6
2026-02-28,Elon,57,Monmouth,73,Final,1,Monmouth,73,Elon,57,16
2026-02-28,FIU,84,La. Tech,76,Final,0,FIU,84,La. Tech,76,-8
2026-02-28,Radford,74,Longwood,90,Final,1,Longwood,90,Radford,74,16
2026-02-28,Sacramento St.,61,Montana St.,82,Final,1,Montana St.,82,Sacramento St.,61,21
2026-02-28,UTEP,65,W. Kentucky,97,Final,1,W. Kentucky,97,UTEP,65,32
2026-02-28,S. Carolina,68,Georgia,87,Final,1,Georgia,87,S. Carolina,68,19
2026-02-28,Utah,60,Arizona St.,73,Final,1,Arizona St.,73,Utah,60,13
2026-02-28,Bethune-Cook.,82,Southern U.,79,Final,0,Bethune-Cook.,82,Southern U.,79,-3
2026-02-28,Abilene Chr.,67,Utah Valley,74,Final,1,Utah Valley,74,Abilene Chr.,67,7
2026-02-28,Air Force,62,Wyoming,66,Final,1,Wyoming,66,Air Force,62,4
2026-02-28,Colgate,69,Navy,85,Final,1,Navy,85,Colgate,69,16
2026-02-28,Howard,84,Morgan St.,59,Final,0,Howard,84,Morgan St.,59,-25
2026-02-28,Kansas,61,Arizona,84,Final,1,Arizona,84,Kansas,61,23
2026-02-28,Lipscomb,80,E. Kentucky,77,Final,0,Lipscomb,80,E. Kentucky,77,-3
2026-02-28,N. Arizona,57,E. Washington,88,Final,1,E. Washington,88,N. Arizona,57,31
2026-02-28,N. Colorado,76,Idaho,67,Final,0,N. Colorado,76,Idaho,67,-9
2026-02-28,Northeastern,65,Hampton,76,Final,1,Hampton,76,Northeastern,65,11
2026-02-28,Nebraska,82,USC,67,Final,0,Nebraska,82,USC,67,-15
2026-02-28,N.J. Tech,52,Bryant,69,Final,1,Bryant,69,N.J. Tech,52,17
2026-02-28,Pittsburgh,72,California,56,Final,0,Pittsburgh,72,California,56,-16
2026-02-28,Portland St.,68,Montana,74,Final,1,Montana,74,Portland St.,68,6
2026-02-28,Presbyterian,70,Winthrop,74,Final,1,Winthrop,74,Presbyterian,70,4
2026-02-28,Richmond,66,Loyola Chi.,69,Final,1,Loyola Chi.,69,Richmond,66,3
2026-02-28,So. Indiana,70,Little Rock,89,Final,1,Little Rock,89,So. Indiana,70,19
2026-02-28,Texas,76,Texas A&M,70,Final,0,Texas,76,Texas A&M,70,-6
2026-02-28,Toledo,79,Ohio,67,Final,0,Toledo,79,Ohio,67,-12
2026-02-28,Texas Tech,82,Iowa St.,73,Final,0,Texas Tech,82,Iowa St.,73,-9
2026-02-28,San Diego,74,Portland,87,Final,1,Portland,87,San Diego,74,13
2026-02-28,Valparaiso,79,Evansville,80,Final,1,Evansville,80,Valparaiso,79,1
2026-02-28,Wisconsin,90,Washington,73,Final,0,Wisconsin,90,Washington,73,-17
2026-02-28,E. Illinois,50,SIUE,77,Final,1,SIUE,77,E. Illinois,50,27
2026-02-28,ETSU,76,Mercer,82,Final,1,Mercer,82,ETSU,76,6
2026-02-28,Lindenwood,91,W. Illinois,69,Final,0,Lindenwood,91,W. Illinois,69,-22
2026-02-28,NC Central,74,Delaware St.,60,Final,0,NC Central,74,Delaware St.,60,-14
2026-02-28,SC State,57,Md.-E. Shore,69,Final,1,Md.-E. Shore,69,SC State,57,12
2026-02-28,SF Austin,77,Houston Chr.,56,Final,0,SF Austin,77,Houston Chr.,56,-21
2026-02-28,SE Louisiana,60,Nicholls,68,Final,1,Nicholls,68,SE Louisiana,60,8
2026-02-28,Tenn. Tech,73,SE Missouri St.,89,Final,1,SE Missouri St.,89,Tenn. Tech,73,16
2026-02-28,Ball St.,79,N. Illinois,43,Final,0,Ball St.,79,N. Illinois,43,-36
2026-02-28,Norfolk St.,75,Coppin St.,69,Final,0,Norfolk St.,75,Coppin St.,69,-6
2026-02-28,Colo. St.,85,San Jose St.,73,Final,0,Colo. St.,85,San Jose St.,73,-12
2026-02-28,Delaware,82,Kennesaw St.,90,Final,1,Kennesaw St.,90,Delaware,82,8
2026-02-28,Lamar,60,Incarnate Word,72,Final,1,Incarnate Word,72,Lamar,60,12
2026-02-28,North Dakota,63,N. Dakota St.,96,Final,1,N. Dakota St.,96,North Dakota,63,33
2026-02-28,Florida A&M,66,Grambling St.,59,Final,0,Florida A&M,66,Grambling St.,59,-7
2026-02-28,Alcorn St.,51,Prairie View,72,Final,1,Prairie View,72,Alcorn St.,51,21
2026-02-28,BYU,71,West Virginia,79,Final,1,West Virginia,79,BYU,71,8
2026-02-28,Furman,67,W. Carolina,86,Final,1,W. Carolina,86,Furman,67,19
2026-02-28,Missouri St.,81,Sam Houston,86,Final,1,Sam Houston,86,Missouri St.,81,5
2026-02-28,Providence,79,Creighton,76,Final,0,Providence,79,Creighton,76,-3
2026-02-28,East Texas A&M,55,UT-Rio Grande Valley,63,Final,1,UT-Rio Grande Valley,63,East Texas A&M,55,8
2026-02-28,Alabama St.,89,Alabama A&M,88,Final,0,Alabama St.,89,Alabama A&M,88,-1
2026-02-28,Syracuse,83,Wake Forest,88,Final,1,Wake Forest,88,Syracuse,83,5
2026-02-28,Jackson St.,57,Texas So.,82,Final,1,Texas So.,82,Jackson St.,57,25
2026-02-28,Alabama,71,Tennessee,69,Final,0,Alabama,71,Tennessee,69,-2
2026-02-28,Brown,80,Cornell,86,Final,1,Cornell,86,Brown,80,6
2026-02-28,Dartmouth,61,Princeton,82,Final,1,Princeton,82,Dartmouth,61,21
2026-02-28,Harvard,61,Penn,64,Final,1,Penn,64,Harvard,61,3
2026-02-28,Jacksonville,85,North Florida,61,Final,0,Jacksonville,85,North Florida,61,-24
2026-02-28,Liberty,81,Jax. State,78,Final,0,Liberty,81,Jax. State,78,-3
2026-02-28,McNeese,66,New Orleans,63,Final,0,McNeese,66,New Orleans,63,-3
2026-02-28,UNCG,78,Samford,87,Final,1,Samford,87,UNCG,78,9
2026-02-28,Oklahoma,83,LSU,67,Final,0,Oklahoma,83,LSU,67,-16
2026-02-28,San Fran.,72,Pacific,61,Final,0,San Fran.,72,Pacific,61,-11
2026-02-28,SMU,75,Stanford,95,Final,1,Stanford,95,SMU,75,20
2026-02-28,Weber St.,83,Idaho St.,73,Final,0,Weber St.,83,Idaho St.,73,-10
2026-02-28,Yale,60,Columbia,54,Final,0,Yale,60,Columbia,54,-6
2026-02-28,Miss Valley St.,70,Ark.-Pine Bluff,69,Final,0,Miss Valley St.,70,Ark.-Pine Bluff,69,-1
2026-02-28,Northwestern St.,59,TX A&M-CC,71,Final,1,TX A&M-CC,71,Northwestern St.,59,12
2026-02-28,TCU,77,Kansas St.,68,Final,0,TCU,77,Kansas St.,68,-9
2026-02-28,Hawaii,87,CS Fullerton,85,Final,0,Hawaii,87,CS Fullerton,85,-2
2026-02-28,Stony Brook,58,Hofstra,67,Final,1,Hofstra,67,Stony Brook,58,9
2026-02-28,Wright St.,92,N. Kentucky,91,Final,0,Wright St.,92,N. Kentucky,91,-1
2026-02-28,Baylor,87,UCF,86,Final,0,Baylor,87,UCF,86,-1
2026-02-28,Boise St.,69,Fresno St.,53,Final,0,Boise St.,69,Fresno St.,53,-16
2026-02-28,CSNorthridge,84,UC Riverside,95,Final,1,UC Riverside,95,CSNorthridge,84,11
2026-02-28,Duquesne,76,Saint Louis,91,Final,1,Saint Louis,91,Duquesne,76,15
2026-02-28,Villanova,57,St. John's,89,Final,1,St. John's,89,Villanova,57,32
2026-02-28,Omaha,53,St. Thomas (MN),68,Final,1,St. Thomas (MN),68,Omaha,53,15
2026-02-28,Oral Roberts,94,Kansas City,70,Final,0,Oral Roberts,94,Kansas City,70,-24
2026-02-28,Oregon St.,72,Santa Clara,93,Final,1,Santa Clara,93,Oregon St.,72,21
2026-02-28,Wash. St.,79,Pepperdine,88,Final,1,Pepperdine,88,Wash. St.,79,9
2026-02-28,Arkansas,77,Florida,111,Final,1,Florida,111,Arkansas,77,34
2026-02-28,Ole Miss,85,Auburn,79,Final,0,Ole Miss,85,Auburn,79,-6
2026-02-28,Utah Tech,67,So. Utah,81,Final,1,So. Utah,81,Utah Tech,67,14
2026-02-28,Va. Tech,82,N. Carolina,89,Final,1,N. Carolina,89,Va. Tech,82,7
2026-02-28,Seattle,71,LMU,66,Final,0,Seattle,71,LMU,66,-5
2026-02-28,Tarleton St.,67,Cal Baptist,82,Final,1,Cal Baptist,82,Tarleton St.,67,15
2026-02-28,LBSU,88,Cal-Baker.,87,Final,0,LBSU,88,Cal-Baker.,87,-1
2026-02-28,Cal Poly,64,UC San Diego,80,Final,1,UC San Diego,80,Cal Poly,64,16
2026-02-28,Grand Canyon,69,Utah St.,74,Final,1,Utah St.,74,Grand Canyon,69,5
2026-02-28,Nevada,83,UNLV,85,Final,1,UNLV,85,Nevada,83,2
2026-02-28,Gonzaga,59,Saint Mary's,70,Final,1,Saint Mary's,70,Gonzaga,59,11
2026-02-28,UCSB,60,UC Irvine,64,Final,1,UC Irvine,64,UCSB,60,4
2026-03-01,La Salle,64,Davidson,71,Final,1,Davidson,71,La Salle,64,7
2026-03-01,North Texas,62,UAB,58,Final,0,North Texas,62,UAB,58,-4
2026-03-01,Rutgers,69,Maryland,65,Final,0,Rutgers,69,Maryland,65,-4
2026-03-01,Tulane,62,South Florida,90,Final,1,South Florida,90,Tulane,62,28
2026-03-01,UIC,63,Indiana St.,79,Final,1,Indiana St.,79,UIC,63,16
2026-03-01,Quinnipiac,67,Canisius,63,Final,0,Quinnipiac,67,Canisius,63,-4
2026-03-01,Purdue,74,Ohio St.,82,Final,1,Ohio St.,82,Purdue,74,8
2026-03-01,Charlotte,76,FAU,77,Final,1,FAU,77,Charlotte,76,1
2026-03-01,Iona,69,Manhattan,65,Final,0,Iona,69,Manhattan,65,-4
2026-03-01,Memphis,68,East Carolina,84,Final,1,East Carolina,84,Memphis,68,16
2026-03-01,Merrimack,73,Niagara,66,Final,0,Merrimack,73,Niagara,66,-7
2026-03-01,Mt St Mary's,69,Fairfield,47,Final,0,Mt St Mary's,69,Fairfield,47,-22
2026-03-01,Murray St.,78,Bradley,87,Final,1,Bradley,87,Murray St.,78,9
2026-03-01,Rice,80,Temple,74,Final,0,Rice,80,Temple,74,-6
2026-03-01,Rider,61,Siena,76,Final,1,Siena,76,Rider,61,15
2026-03-01,Saint Peter's,63,Marist,56,Final,0,Saint Peter's,63,Marist,56,-7
2026-03-01,N. Iowa,75,Drake,53,Final,0,N. Iowa,75,Drake,53,-22
2026-03-01,Michigan St.,77,Indiana,64,Final,0,Michigan St.,77,Indiana,64,-13
2026-03-01,DePaul,62,Marquette,51,Final,0,DePaul,62,Marquette,51,-11
2026-03-01,S. Illinois,81,Evansville,67,Final,0,S. Illinois,81,Evansville,67,-14
2026-03-01,Belmont,74,Illinois St.,81,Final,1,Illinois St.,81,Belmont,74,7
2026-03-01,Charleston,79,UNCW,76,Final,0,Charleston,79,UNCW,76,-3
2026-03-01,Wichita St.,84,UTSA,67,Final,0,Wichita St.,84,UTSA,67,-17
2026-03-02,Norfolk St.,84,Morgan St.,90,Final,1,Morgan St.,90,Norfolk St.,84,6
2026-03-02,Coppin St.,70,Howard,90,Final,1,Howard,90,Coppin St.,70,20
2026-03-02,Duke,93,NC State,64,Final,0,Duke,93,NC State,64,-29
2026-03-02,IUI,93,Clev. St.,101,Final,1,Clev. St.,101,IUI,93,8
2026-03-02,NC Central,77,Md.-E. Shore,73,Final,0,NC Central,77,Md.-E. Shore,73,-4
2026-03-02,SC State,61,Delaware St.,59,Final,0,SC State,61,Delaware St.,59,-2
2026-03-02,McNeese,75,Nicholls,65,Final,0,McNeese,75,Nicholls,65,-10
2026-03-02,Northwestern St.,62,UT-Rio Grande Valley,74,Final,1,UT-Rio Grande Valley,74,Northwestern St.,62,12
2026-03-02,SF Austin,76,Incarnate Word,68,Final,0,SF Austin,76,Incarnate Word,68,-8
2026-03-02,Montana,57,N. Colorado,85,Final,1,N. Colorado,85,Montana,57,28
2026-03-02,Montana St.,76,N. Arizona,65,Final,0,Montana St.,76,N. Arizona,65,-11
2026-03-02,SE Louisiana,82,New Orleans,78,Final,0,SE Louisiana,82,New Orleans,78,-4
2026-03-02,East Texas A&M,71,TX A&M-CC,84,Final,1,TX A&M-CC,84,East Texas A&M,71,13
2026-03-02,Lamar,53,Houston Chr.,75,Final,1,Houston Chr.,75,Lamar,53,22
2026-03-02,Idaho,85,E. Washington,81,Final,0,Idaho,85,E. Washington,81,-4
2026-03-02,Iowa St.,57,Arizona,73,Final,1,Arizona,73,Iowa St.,57,16
2026-03-02,Idaho St.,65,Sacramento St.,83,Final,1,Sacramento St.,83,Idaho St.,65,18
2026-03-02,Weber St.,60,Portland St.,84,Final,1,Portland St.,84,Weber St.,60,24
